"l1","l2","a11","a12","a21","a22","N1","N2","E1","S1","E2","S2","Rare","Asy","cor"
18,13,3.00,0.10,0.30,1.00,5.31,10.40,1.38,5.90,0.72,6.66,0.33,-0.75,1.93
11,14,3.00,0.10,0.30,1.00,2.92,12.12,0.78,6.08,1.27,5.50,0.19,0.58,-2.66
12,14,3.00,0.10,0.30,1.00,3.26,12.02,0.85,6.08,1.16,5.71,0.21,0.37,-1.62
13,14,3.00,0.10,0.30,1.00,3.60,11.91,0.92,6.08,1.07,5.90,0.23,0.17,-0.74
14,14,3.00,0.10,0.30,1.00,3.93,11.81,1.00,6.08,1.00,6.08,0.24,0.00,0.00
15,14,3.00,0.10,0.30,1.00,4.27,11.71,1.07,6.08,0.93,6.25,0.26,-0.16,0.63
16,14,3.00,0.10,0.30,1.00,4.61,11.61,1.14,6.08,0.87,6.40,0.28,-0.31,1.12
17,14,3.00,0.10,0.30,1.00,4.94,11.51,1.21,6.08,0.82,6.53,0.30,-0.45,1.47
18,14,3.00,0.10,0.30,1.00,5.28,11.41,1.28,6.08,0.77,6.66,0.31,-0.57,1.77
19,14,3.00,0.10,0.30,1.00,5.62,11.31,1.35,6.08,0.73,6.78,0.33,-0.69,1.99
20,14,3.00,0.10,0.30,1.00,5.95,11.21,1.42,6.08,0.70,6.89,0.34,-0.80,2.13
11,15,3.00,0.10,0.30,1.00,2.89,13.13,0.73,6.25,1.36,5.50,0.18,0.74,-3.84
12,15,3.00,0.10,0.30,1.00,3.23,13.03,0.80,6.25,1.25,5.71,0.19,0.53,-2.64
13,15,3.00,0.10,0.30,1.00,3.56,12.92,0.86,6.25,1.15,5.90,0.21,0.34,-1.63
14,15,3.00,0.10,0.30,1.00,3.90,12.82,0.93,6.25,1.07,6.08,0.23,0.16,-0.75
15,15,3.00,0.10,0.30,1.00,4.24,12.72,1.00,6.25,1.00,6.25,0.25,-8.88178419700125e-16,0.00
16,15,3.00,0.10,0.30,1.00,4.57,12.62,1.06,6.25,0.93,6.40,0.26,-0.15,0.60
17,15,3.00,0.10,0.30,1.00,4.91,12.52,1.13,6.25,0.88,6.53,0.28,-0.28,1.06
18,15,3.00,0.10,0.30,1.00,5.25,12.42,1.20,6.25,0.83,6.66,0.29,-0.41,1.46
19,15,3.00,0.10,0.30,1.00,5.58,12.32,1.26,6.25,0.78,6.78,0.31,-0.53,1.78
20,15,3.00,0.10,0.30,1.00,5.92,12.22,1.33,6.25,0.75,6.89,0.32,-0.64,2.01
11,16,3.00,0.10,0.30,1.00,2.86,14.14,0.68,6.40,1.45,5.50,0.16,0.90,-5.07
12,16,3.00,0.10,0.30,1.00,3.19,14.04,0.75,6.40,1.33,5.71,0.18,0.68,-3.74
13,16,3.00,0.10,0.30,1.00,3.53,13.93,0.81,6.40,1.23,5.90,0.20,0.49,-2.60
14,16,3.00,0.10,0.30,1.00,3.87,13.83,0.87,6.40,1.14,6.08,0.21,0.31,-1.59
15,16,3.00,0.10,0.30,1.00,4.20,13.73,0.93,6.40,1.06,6.25,0.23,0.15,-0.71
16,16,3.00,0.10,0.30,1.00,4.54,13.63,1.00,6.40,1.00,6.40,0.24,0.00,0.00
17,16,3.00,0.10,0.30,1.00,4.88,13.53,1.06,6.40,0.94,6.53,0.26,-0.13,0.56
18,16,3.00,0.10,0.30,1.00,5.21,13.43,1.12,6.40,0.88,6.66,0.27,-0.26,1.06
19,16,3.00,0.10,0.30,1.00,5.55,13.33,1.18,6.40,0.84,6.78,0.29,-0.38,1.47
20,16,3.00,0.10,0.30,1.00,5.89,13.23,1.25,6.40,0.80,6.89,0.30,-0.49,1.79
11,17,3.00,0.10,0.30,1.00,2.82,15.15,0.64,6.53,1.54,5.50,0.15,1.03,-6.34
12,17,3.00,0.10,0.30,1.00,3.16,15.05,0.70,6.53,1.41,5.71,0.17,0.82,-4.87
13,17,3.00,0.10,0.30,1.00,3.50,14.94,0.76,6.53,1.30,5.90,0.18,0.62,-3.60
14,17,3.00,0.10,0.30,1.00,3.83,14.84,0.82,6.53,1.21,6.08,0.20,0.45,-2.47
15,17,3.00,0.10,0.30,1.00,4.17,14.74,0.88,6.53,1.13,6.25,0.22,0.28,-1.47
16,17,3.00,0.10,0.30,1.00,4.51,14.64,0.94,6.53,1.06,6.40,0.23,0.13,-0.65
17,17,3.00,0.10,0.30,1.00,4.84,14.54,1.00,6.53,1.00,6.53,0.24,-8.88178419700125e-16,0.00
18,17,3.00,0.10,0.30,1.00,5.18,14.44,1.05,6.53,0.94,6.66,0.26,-0.12,0.60
19,17,3.00,0.10,0.30,1.00,5.52,14.34,1.11,6.53,0.89,6.78,0.27,-0.24,1.10
20,17,3.00,0.10,0.30,1.00,5.85,14.24,1.17,6.53,0.85,6.89,0.29,-0.35,1.51
11,18,3.00,0.10,0.30,1.00,2.79,16.16,0.61,6.66,1.63,5.50,0.14,1.16,-7.75
12,18,3.00,0.10,0.30,1.00,3.13,16.06,0.66,6.66,1.50,5.71,0.16,0.95,-6.14
13,18,3.00,0.10,0.30,1.00,3.46,15.95,0.72,6.66,1.38,5.90,0.17,0.75,-4.74
14,18,3.00,0.10,0.30,1.00,3.80,15.85,0.77,6.66,1.28,6.08,0.19,0.57,-3.49
15,18,3.00,0.10,0.30,1.00,4.14,15.75,0.83,6.66,1.20,6.25,0.20,0.41,-2.38
16,18,3.00,0.10,0.30,1.00,4.47,15.65,0.88,6.66,1.12,6.40,0.22,0.26,-1.45
17,18,3.00,0.10,0.30,1.00,4.81,15.55,0.94,6.66,1.05,6.53,0.23,0.12,-0.69
18,18,3.00,0.10,0.30,1.00,5.15,15.45,1.00,6.66,1.00,6.66,0.25,0.00,0.00
19,18,3.00,0.10,0.30,1.00,5.48,15.35,1.05,6.66,0.94,6.78,0.26,-0.11,0.59
20,18,3.00,0.10,0.30,1.00,5.82,15.25,1.11,6.66,0.90,6.89,0.27,-0.22,1.08
11,19,3.00,0.10,0.30,1.00,2.76,17.17,0.57,6.78,1.72,5.50,0.13,1.28,-9.22
12,19,3.00,0.10,0.30,1.00,3.09,17.07,0.63,6.78,1.58,5.71,0.15,1.07,-7.47
13,19,3.00,0.10,0.30,1.00,3.43,16.96,0.68,6.78,1.46,5.90,0.16,0.87,-5.95
14,19,3.00,0.10,0.30,1.00,3.77,16.86,0.73,6.78,1.35,6.08,0.18,0.69,-4.58
15,19,3.00,0.10,0.30,1.00,4.10,16.76,0.78,6.78,1.26,6.25,0.19,0.53,-3.35
16,19,3.00,0.10,0.30,1.00,4.44,16.66,0.84,6.78,1.18,6.40,0.21,0.38,-2.32
17,19,3.00,0.10,0.30,1.00,4.78,16.56,0.89,6.78,1.11,6.53,0.22,0.24,-1.47
18,19,3.00,0.10,0.30,1.00,5.11,16.46,0.94,6.78,1.05,6.66,0.23,0.11,-0.68
19,19,3.00,0.10,0.30,1.00,5.45,16.36,1.00,6.78,1.00,6.78,0.24,0.00,0.00
20,19,3.00,0.10,0.30,1.00,5.79,16.26,1.05,6.78,0.95,6.89,0.26,-0.11,0.57
11,20,3.00,0.10,0.30,1.00,2.72,18.18,0.55,6.89,1.81,5.50,0.13,1.39,-10.74
12,20,3.00,0.10,0.30,1.00,3.06,18.08,0.60,6.89,1.66,5.71,0.14,1.18,-8.86
13,20,3.00,0.10,0.30,1.00,3.40,17.97,0.65,6.89,1.53,5.90,0.15,0.98,-7.21
14,20,3.00,0.10,0.30,1.00,3.73,17.87,0.70,6.89,1.42,6.08,0.17,0.80,-5.72
15,20,3.00,0.10,0.30,1.00,4.07,17.77,0.75,6.89,1.33,6.25,0.18,0.64,-4.38
16,20,3.00,0.10,0.30,1.00,4.41,17.67,0.80,6.89,1.25,6.40,0.19,0.49,-3.24
17,20,3.00,0.10,0.30,1.00,4.74,17.57,0.85,6.89,1.17,6.53,0.21,0.35,-2.30
18,20,3.00,0.10,0.30,1.00,5.08,17.47,0.90,6.89,1.11,6.66,0.22,0.22,-1.42
19,20,3.00,0.10,0.30,1.00,5.42,17.37,0.95,6.89,1.05,6.78,0.23,0.11,-0.65
20,20,3.00,0.10,0.30,1.00,5.75,17.27,1.00,6.89,1.00,6.89,0.24,-8.88178419700125e-16,0.00
11,12,1.50,0.30,0.30,1.00,4.75,9.57,0.91,2.79,1.09,3.66,0.33,-0.87,2.09
11,13,1.50,0.30,0.30,1.00,4.53,10.63,0.84,2.82,1.18,3.66,0.29,-0.84,2.56
12,13,1.50,0.30,0.30,1.00,5.24,10.42,0.92,2.82,1.08,3.75,0.33,-0.92,2.40
11,14,1.50,0.30,0.30,1.00,4.32,11.70,0.78,2.85,1.27,3.66,0.26,-0.80,2.98
12,14,1.50,0.30,0.30,1.00,5.03,11.48,0.85,2.85,1.16,3.75,0.30,-0.89,2.90
13,14,1.50,0.30,0.30,1.00,5.74,11.27,0.92,2.85,1.07,3.82,0.33,-0.96,2.68
11,15,1.50,0.30,0.30,1.00,4.11,12.76,0.73,2.88,1.36,3.66,0.24,-0.78,3.37
12,15,1.50,0.30,0.30,1.00,4.82,12.55,0.80,2.88,1.25,3.75,0.27,-0.86,3.36
13,15,1.50,0.30,0.30,1.00,5.53,12.34,0.86,2.88,1.15,3.82,0.30,-0.93,3.20
14,15,1.50,0.30,0.30,1.00,6.24,12.12,0.93,2.88,1.07,3.88,0.33,-1.00,2.94
11,16,1.50,0.30,0.30,1.00,3.90,13.82,0.68,2.90,1.45,3.66,0.22,-0.75,3.76
12,16,1.50,0.30,0.30,1.00,4.60,13.61,0.75,2.90,1.33,3.75,0.25,-0.84,3.82
13,16,1.50,0.30,0.30,1.00,5.31,13.40,0.81,2.90,1.23,3.82,0.28,-0.91,3.72
14,16,1.50,0.30,0.30,1.00,6.02,13.19,0.87,2.90,1.14,3.88,0.31,-0.97,3.51
15,16,1.50,0.30,0.30,1.00,6.73,12.97,0.93,2.90,1.06,3.94,0.34,-1.03,3.24
11,17,1.50,0.30,0.30,1.00,3.68,14.89,0.64,2.93,1.54,3.66,0.19,-0.73,4.09
12,17,1.50,0.30,0.30,1.00,4.39,14.68,0.70,2.93,1.41,3.75,0.23,-0.81,4.21
13,17,1.50,0.30,0.30,1.00,5.10,14.46,0.76,2.93,1.30,3.82,0.26,-0.89,4.16
14,17,1.50,0.30,0.30,1.00,5.81,14.25,0.82,2.93,1.21,3.88,0.28,-0.95,4.00
15,17,1.50,0.30,0.30,1.00,6.52,14.04,0.88,2.93,1.13,3.94,0.31,-1.01,3.79
16,17,1.50,0.30,0.30,1.00,7.23,13.82,0.94,2.93,1.06,4.00,0.34,-1.06,3.52
11,18,1.50,0.30,0.30,1.00,3.47,15.95,0.61,2.95,1.63,3.66,0.17,-0.71,4.43
12,18,1.50,0.30,0.30,1.00,4.18,15.74,0.66,2.95,1.50,3.75,0.20,-0.79,4.62
13,18,1.50,0.30,0.30,1.00,4.89,15.53,0.72,2.95,1.38,3.82,0.23,-0.87,4.62
14,18,1.50,0.30,0.30,1.00,5.60,15.31,0.77,2.95,1.28,3.88,0.26,-0.93,4.51
15,18,1.50,0.30,0.30,1.00,6.31,15.10,0.83,2.95,1.20,3.94,0.29,-0.99,4.35
16,18,1.50,0.30,0.30,1.00,7.02,14.89,0.88,2.95,1.12,4.00,0.32,-1.04,4.13
17,18,1.50,0.30,0.30,1.00,7.73,14.68,0.94,2.95,1.05,4.04,0.34,-1.09,3.78
11,19,1.50,0.30,0.30,1.00,3.26,17.02,0.57,2.96,1.72,3.66,0.16,-0.69,4.81
12,19,1.50,0.30,0.30,1.00,3.97,16.80,0.63,2.96,1.58,3.75,0.19,-0.78,5.06
13,19,1.50,0.30,0.30,1.00,4.68,16.59,0.68,2.96,1.46,3.82,0.22,-0.85,5.12
14,19,1.50,0.30,0.30,1.00,5.39,16.38,0.73,2.96,1.35,3.88,0.24,-0.92,5.05
15,19,1.50,0.30,0.30,1.00,6.09,16.17,0.78,2.96,1.26,3.94,0.27,-0.97,4.93
16,19,1.50,0.30,0.30,1.00,6.80,15.95,0.84,2.96,1.18,4.00,0.29,-1.03,4.75
17,19,1.50,0.30,0.30,1.00,7.51,15.74,0.89,2.96,1.11,4.04,0.32,-1.07,4.44
18,19,1.50,0.30,0.30,1.00,8.22,15.53,0.94,2.96,1.05,4.09,0.34,-1.12,4.13
11,20,1.50,0.30,0.30,1.00,3.04,18.08,0.55,2.98,1.81,3.66,0.14,-0.68,5.11
12,20,1.50,0.30,0.30,1.00,3.75,17.87,0.60,2.98,1.66,3.75,0.17,-0.76,5.43
13,20,1.50,0.30,0.30,1.00,4.46,17.65,0.65,2.98,1.53,3.82,0.20,-0.83,5.53
14,20,1.50,0.30,0.30,1.00,5.17,17.44,0.70,2.98,1.42,3.88,0.22,-0.90,5.52
15,20,1.50,0.30,0.30,1.00,5.88,17.23,0.75,2.98,1.33,3.94,0.25,-0.96,5.44
16,20,1.50,0.30,0.30,1.00,6.59,17.02,0.80,2.98,1.25,4.00,0.27,-1.01,5.31
17,20,1.50,0.30,0.30,1.00,7.30,16.80,0.85,2.98,1.17,4.04,0.30,-1.06,5.03
18,20,1.50,0.30,0.30,1.00,8.01,16.59,0.90,2.98,1.11,4.09,0.32,-1.10,4.76
19,20,1.50,0.30,0.30,1.00,8.72,16.38,0.95,2.98,1.05,4.13,0.34,-1.14,4.40
11,11,2.00,0.30,0.30,1.00,3.66,8.90,1.00,2.75,1.00,4.40,0.29,-1.65,4.32
12,11,2.00,0.30,0.30,1.00,4.18,8.74,1.09,2.75,0.91,4.52,0.32,-1.77,4.03
11,12,2.00,0.30,0.30,1.00,3.50,9.94,0.91,2.79,1.09,4.40,0.26,-1.60,5.18
12,12,2.00,0.30,0.30,1.00,4.03,9.79,1.00,2.79,1.00,4.52,0.29,-1.73,4.98
13,12,2.00,0.30,0.30,1.00,4.55,9.63,1.08,2.79,0.92,4.64,0.32,-1.85,4.69
14,12,2.00,0.30,0.30,1.00,5.07,9.47,1.16,2.79,0.85,4.74,0.34,-1.95,4.29
11,13,2.00,0.30,0.30,1.00,3.35,10.99,0.84,2.82,1.18,4.40,0.23,-1.57,6.03
12,13,2.00,0.30,0.30,1.00,3.87,10.83,0.92,2.82,1.08,4.52,0.26,-1.70,5.91
13,13,2.00,0.30,0.30,1.00,4.39,10.68,1.00,2.82,1.00,4.64,0.29,-1.81,5.72
14,13,2.00,0.30,0.30,1.00,4.92,10.52,1.07,2.82,0.92,4.74,0.31,-1.91,5.37
15,13,2.00,0.30,0.30,1.00,5.44,10.36,1.15,2.82,0.86,4.83,0.34,-2.01,4.94
11,14,2.00,0.30,0.30,1.00,3.19,12.04,0.78,2.85,1.27,4.40,0.20,-1.54,6.85
12,14,2.00,0.30,0.30,1.00,3.71,11.88,0.85,2.85,1.16,4.52,0.23,-1.67,6.82
13,14,2.00,0.30,0.30,1.00,4.24,11.72,0.92,2.85,1.07,4.64,0.26,-1.78,6.69
14,14,2.00,0.30,0.30,1.00,4.76,11.57,1.00,2.85,1.00,4.74,0.29,-1.88,6.43
15,14,2.00,0.30,0.30,1.00,5.28,11.41,1.07,2.85,0.93,4.83,0.31,-1.98,6.06
16,14,2.00,0.30,0.30,1.00,5.81,11.25,1.14,2.85,0.87,4.92,0.34,-2.06,5.63
11,15,2.00,0.30,0.30,1.00,3.03,13.08,0.73,2.88,1.36,4.40,0.18,-1.51,7.63
12,15,2.00,0.30,0.30,1.00,3.56,12.93,0.80,2.88,1.25,4.52,0.21,-1.64,7.68
13,15,2.00,0.30,0.30,1.00,4.08,12.77,0.86,2.88,1.15,4.64,0.24,-1.75,7.64
14,15,2.00,0.30,0.30,1.00,4.60,12.61,0.93,2.88,1.07,4.74,0.26,-1.86,7.44
15,15,2.00,0.30,0.30,1.00,5.13,12.46,1.00,2.88,1.00,4.83,0.29,-1.95,7.14
16,15,2.00,0.30,0.30,1.00,5.65,12.30,1.06,2.88,0.93,4.92,0.31,-2.03,6.78
17,15,2.00,0.30,0.30,1.00,6.17,12.14,1.13,2.88,0.88,5.00,0.33,-2.11,6.32
11,16,2.00,0.30,0.30,1.00,2.87,14.13,0.68,2.90,1.45,4.40,0.16,-1.49,8.44
12,16,2.00,0.30,0.30,1.00,3.40,13.97,0.75,2.90,1.33,4.52,0.19,-1.61,8.56
13,16,2.00,0.30,0.30,1.00,3.92,13.82,0.81,2.90,1.23,4.64,0.22,-1.73,8.61
14,16,2.00,0.30,0.30,1.00,4.45,13.66,0.87,2.90,1.14,4.74,0.24,-1.83,8.47
15,16,2.00,0.30,0.30,1.00,4.97,13.50,0.93,2.90,1.06,4.83,0.26,-1.92,8.23
16,16,2.00,0.30,0.30,1.00,5.49,13.35,1.00,2.90,1.00,4.92,0.29,-2.01,7.93
17,16,2.00,0.30,0.30,1.00,6.02,13.19,1.06,2.90,0.94,5.00,0.31,-2.09,7.52
18,16,2.00,0.30,0.30,1.00,6.54,13.03,1.12,2.90,0.88,5.07,0.33,-2.16,7.04
11,17,2.00,0.30,0.30,1.00,2.72,15.18,0.64,2.93,1.54,4.40,0.15,-1.46,9.15
12,17,2.00,0.30,0.30,1.00,3.24,15.02,0.70,2.93,1.41,4.52,0.17,-1.59,9.36
13,17,2.00,0.30,0.30,1.00,3.76,14.86,0.76,2.93,1.30,4.64,0.20,-1.71,9.49
14,17,2.00,0.30,0.30,1.00,4.29,14.71,0.82,2.93,1.21,4.74,0.22,-1.81,9.43
15,17,2.00,0.30,0.30,1.00,4.81,14.55,0.88,2.93,1.13,4.83,0.24,-1.90,9.25
16,17,2.00,0.30,0.30,1.00,5.34,14.39,0.94,2.93,1.06,4.92,0.27,-1.99,9.00
17,17,2.00,0.30,0.30,1.00,5.86,14.24,1.00,2.93,1.00,5.00,0.29,-2.06,8.67
18,17,2.00,0.30,0.30,1.00,6.38,14.08,1.05,2.93,0.94,5.07,0.31,-2.13,8.23
19,17,2.00,0.30,0.30,1.00,6.91,13.92,1.11,2.93,0.89,5.13,0.33,-2.20,7.71
11,18,2.00,0.30,0.30,1.00,2.56,16.23,0.61,2.95,1.63,4.40,0.13,-1.44,9.91
12,18,2.00,0.30,0.30,1.00,3.08,16.07,0.66,2.95,1.50,4.52,0.16,-1.57,10.19
13,18,2.00,0.30,0.30,1.00,3.61,15.91,0.72,2.95,1.38,4.64,0.18,-1.69,10.39
14,18,2.00,0.30,0.30,1.00,4.13,15.75,0.77,2.95,1.28,4.74,0.20,-1.79,10.39
15,18,2.00,0.30,0.30,1.00,4.65,15.60,0.83,2.95,1.20,4.83,0.22,-1.88,10.29
16,18,2.00,0.30,0.30,1.00,5.18,15.44,0.88,2.95,1.12,4.92,0.25,-1.97,10.10
17,18,2.00,0.30,0.30,1.00,5.70,15.28,0.94,2.95,1.05,5.00,0.27,-2.04,9.81
18,18,2.00,0.30,0.30,1.00,6.23,15.13,1.00,2.95,1.00,5.07,0.29,-2.11,9.43
19,18,2.00,0.30,0.30,1.00,6.75,14.97,1.05,2.95,0.94,5.13,0.31,-2.18,8.95
20,18,2.00,0.30,0.30,1.00,7.27,14.81,1.11,2.95,0.90,5.19,0.32,-2.24,8.44
11,19,2.00,0.30,0.30,1.00,2.40,17.27,0.57,2.96,1.72,4.40,0.12,-1.43,10.70
12,19,2.00,0.30,0.30,1.00,2.93,17.12,0.63,2.96,1.58,4.52,0.14,-1.55,11.06
13,19,2.00,0.30,0.30,1.00,3.45,16.96,0.68,2.96,1.46,4.64,0.16,-1.67,11.34
14,19,2.00,0.30,0.30,1.00,3.97,16.80,0.73,2.96,1.35,4.74,0.19,-1.77,11.41
15,19,2.00,0.30,0.30,1.00,4.50,16.64,0.78,2.96,1.26,4.83,0.21,-1.86,11.35
16,19,2.00,0.30,0.30,1.00,5.02,16.49,0.84,2.96,1.18,4.92,0.23,-1.95,11.24
17,19,2.00,0.30,0.30,1.00,5.54,16.33,0.89,2.96,1.11,5.00,0.25,-2.03,11.00
18,19,2.00,0.30,0.30,1.00,6.07,16.17,0.94,2.96,1.05,5.07,0.27,-2.10,10.65
19,19,2.00,0.30,0.30,1.00,6.59,16.02,1.00,2.96,1.00,5.13,0.29,-2.16,10.23
20,19,2.00,0.30,0.30,1.00,7.12,15.86,1.05,2.96,0.95,5.19,0.30,-2.22,9.74
11,20,2.00,0.30,0.30,1.00,2.25,18.32,0.55,2.98,1.81,4.40,0.10,-1.41,11.40
12,20,2.00,0.30,0.30,1.00,2.77,18.16,0.60,2.98,1.66,4.52,0.13,-1.54,11.85
13,20,2.00,0.30,0.30,1.00,3.29,18.01,0.65,2.98,1.53,4.64,0.15,-1.65,12.21
14,20,2.00,0.30,0.30,1.00,3.82,17.85,0.70,2.98,1.42,4.74,0.17,-1.76,12.34
15,20,2.00,0.30,0.30,1.00,4.34,17.69,0.75,2.98,1.33,4.83,0.19,-1.85,12.34
16,20,2.00,0.30,0.30,1.00,4.86,17.53,0.80,2.98,1.25,4.92,0.21,-1.93,12.28
17,20,2.00,0.30,0.30,1.00,5.39,17.38,0.85,2.98,1.17,5.00,0.23,-2.01,12.10
18,20,2.00,0.30,0.30,1.00,5.91,17.22,0.90,2.98,1.11,5.07,0.25,-2.08,11.81
19,20,2.00,0.30,0.30,1.00,6.43,17.06,0.95,2.98,1.05,5.13,0.27,-2.15,11.42
20,20,2.00,0.30,0.30,1.00,6.96,16.91,1.00,2.98,1.00,5.19,0.29,-2.20,10.99
11,11,2.50,0.30,0.30,1.00,2.90,9.12,1.00,2.75,1.00,5.00,0.24,-2.25,6.99
12,11,2.50,0.30,0.30,1.00,3.31,9.00,1.09,2.75,0.91,5.17,0.26,-2.42,6.88
13,11,2.50,0.30,0.30,1.00,3.73,8.87,1.18,2.75,0.84,5.32,0.29,-2.57,6.60
14,11,2.50,0.30,0.30,1.00,4.14,8.75,1.27,2.75,0.78,5.46,0.32,-2.71,6.24
15,11,2.50,0.30,0.30,1.00,4.56,8.63,1.36,2.75,0.73,5.59,0.34,-2.84,5.77
11,12,2.50,0.30,0.30,1.00,2.78,10.16,0.91,2.79,1.09,5.00,0.21,-2.20,8.15
12,12,2.50,0.30,0.30,1.00,3.19,10.04,1.00,2.79,1.00,5.17,0.24,-2.38,8.15
13,12,2.50,0.30,0.30,1.00,3.60,9.91,1.08,2.79,0.92,5.32,0.26,-2.53,7.98
14,12,2.50,0.30,0.30,1.00,4.02,9.79,1.16,2.79,0.85,5.46,0.29,-2.67,7.70
15,12,2.50,0.30,0.30,1.00,4.43,9.66,1.25,2.79,0.80,5.59,0.31,-2.80,7.32
16,12,2.50,0.30,0.30,1.00,4.85,9.54,1.33,2.79,0.75,5.71,0.33,-2.92,6.84
11,13,2.50,0.30,0.30,1.00,2.65,11.20,0.84,2.82,1.18,5.00,0.19,-2.17,9.31
12,13,2.50,0.30,0.30,1.00,3.07,11.07,0.92,2.82,1.08,5.17,0.21,-2.34,9.40
13,13,2.50,0.30,0.30,1.00,3.48,10.95,1.00,2.82,1.00,5.32,0.24,-2.50,9.33
14,13,2.50,0.30,0.30,1.00,3.90,10.82,1.07,2.82,0.92,5.46,0.26,-2.64,9.13
15,13,2.50,0.30,0.30,1.00,4.31,10.70,1.15,2.82,0.86,5.59,0.28,-2.77,8.85
16,13,2.50,0.30,0.30,1.00,4.73,10.58,1.23,2.82,0.81,5.71,0.30,-2.88,8.45
17,13,2.50,0.30,0.30,1.00,5.14,10.45,1.30,2.82,0.76,5.82,0.32,-2.99,7.96
18,13,2.50,0.30,0.30,1.00,5.56,10.33,1.38,2.82,0.72,5.92,0.34,-3.09,7.39
11,14,2.50,0.30,0.30,1.00,2.53,12.24,0.78,2.85,1.27,5.00,0.17,-2.14,10.43
12,14,2.50,0.30,0.30,1.00,2.94,12.11,0.85,2.85,1.16,5.17,0.19,-2.31,10.63
13,14,2.50,0.30,0.30,1.00,3.36,11.99,0.92,2.85,1.07,5.32,0.21,-2.47,10.65
14,14,2.50,0.30,0.30,1.00,3.77,11.86,1.00,2.85,1.00,5.46,0.24,-2.61,10.55
15,14,2.50,0.30,0.30,1.00,4.19,11.74,1.07,2.85,0.93,5.59,0.26,-2.73,10.34
16,14,2.50,0.30,0.30,1.00,4.60,11.61,1.14,2.85,0.87,5.71,0.28,-2.85,10.02
17,14,2.50,0.30,0.30,1.00,5.02,11.49,1.21,2.85,0.82,5.82,0.30,-2.96,9.60
18,14,2.50,0.30,0.30,1.00,5.43,11.36,1.28,2.85,0.77,5.92,0.32,-3.06,9.10
19,14,2.50,0.30,0.30,1.00,5.85,11.24,1.35,2.85,0.73,6.01,0.34,-3.15,8.51
11,15,2.50,0.30,0.30,1.00,2.40,13.27,0.73,2.88,1.36,5.00,0.15,-2.11,11.52
12,15,2.50,0.30,0.30,1.00,2.82,13.15,0.80,2.88,1.25,5.17,0.17,-2.28,11.82
13,15,2.50,0.30,0.30,1.00,3.23,13.02,0.86,2.88,1.15,5.32,0.19,-2.44,11.94
14,15,2.50,0.30,0.30,1.00,3.65,12.90,0.93,2.88,1.07,5.46,0.22,-2.58,11.93
15,15,2.50,0.30,0.30,1.00,4.06,12.78,1.00,2.88,1.00,5.59,0.24,-2.71,11.81
16,15,2.50,0.30,0.30,1.00,4.48,12.65,1.06,2.88,0.93,5.71,0.26,-2.82,11.56
17,15,2.50,0.30,0.30,1.00,4.89,12.53,1.13,2.88,0.88,5.82,0.28,-2.93,11.23
18,15,2.50,0.30,0.30,1.00,5.31,12.40,1.20,2.88,0.83,5.92,0.29,-3.03,10.77
19,15,2.50,0.30,0.30,1.00,5.72,12.28,1.26,2.88,0.78,6.01,0.31,-3.12,10.26
20,15,2.50,0.30,0.30,1.00,6.14,12.15,1.33,2.88,0.75,6.09,0.33,-3.21,9.64
11,16,2.50,0.30,0.30,1.00,2.28,14.31,0.68,2.90,1.45,5.00,0.13,-2.09,12.63
12,16,2.50,0.30,0.30,1.00,2.69,14.19,0.75,2.90,1.33,5.17,0.15,-2.26,13.05
13,16,2.50,0.30,0.30,1.00,3.11,14.06,0.81,2.90,1.23,5.32,0.18,-2.41,13.24
14,16,2.50,0.30,0.30,1.00,3.52,13.94,0.87,2.90,1.14,5.46,0.20,-2.55,13.33
15,16,2.50,0.30,0.30,1.00,3.94,13.81,0.93,2.90,1.06,5.59,0.22,-2.68,13.27
16,16,2.50,0.30,0.30,1.00,4.35,13.69,1.00,2.90,1.00,5.71,0.24,-2.80,13.12
17,16,2.50,0.30,0.30,1.00,4.77,13.56,1.06,2.90,0.94,5.82,0.26,-2.91,12.83
18,16,2.50,0.30,0.30,1.00,5.18,13.44,1.12,2.90,0.88,5.92,0.27,-3.01,12.47
19,16,2.50,0.30,0.30,1.00,5.60,13.31,1.18,2.90,0.84,6.01,0.29,-3.10,11.98
20,16,2.50,0.30,0.30,1.00,6.01,13.19,1.25,2.90,0.80,6.09,0.31,-3.18,11.45
11,17,2.50,0.30,0.30,1.00,2.15,15.35,0.64,2.93,1.54,5.00,0.12,-2.06,13.66
12,17,2.50,0.30,0.30,1.00,2.57,15.22,0.70,2.93,1.41,5.17,0.14,-2.24,14.16
13,17,2.50,0.30,0.30,1.00,2.98,15.10,0.76,2.93,1.30,5.32,0.16,-2.39,14.48
14,17,2.50,0.30,0.30,1.00,3.40,14.97,0.82,2.93,1.21,5.46,0.18,-2.53,14.63
15,17,2.50,0.30,0.30,1.00,3.81,14.85,0.88,2.93,1.13,5.59,0.20,-2.66,14.68
16,17,2.50,0.30,0.30,1.00,4.23,14.73,0.94,2.93,1.06,5.71,0.22,-2.78,14.59
17,17,2.50,0.30,0.30,1.00,4.64,14.60,1.00,2.93,1.00,5.82,0.24,-2.89,14.39
18,17,2.50,0.30,0.30,1.00,5.06,14.48,1.05,2.93,0.94,5.92,0.25,-2.99,14.08
19,17,2.50,0.30,0.30,1.00,5.47,14.35,1.11,2.93,0.89,6.01,0.27,-3.08,13.67
